# Field minima and maxima
# Time            	field             	min               	location(min)     	processor         	max               	location(max)     	processor         
1.19999040008e-06 	k                 	1.4999879966e-02	(2.3365670349e+00 1.0028723758e-01 1.5038837025e+00)	5	1.4999995582e-02	(-3.8125000000e+00 1.4710107049e+01 2.0000000000e-01)	12
0.160639237884    	k                 	1.7153960869e-07	(4.6296545534e+00 1.3227282832e+00 2.0240728402e+00)	5	9.3244084440e+01	(4.9083752358e+00 1.1752199179e+00 2.0754612217e+00)	5
0.160639237884    	epsilon           	1.2270122187e-03	(5.5710860859e+00 2.2456168363e-01 2.8775991673e+00)	7	7.5195602924e+03	(4.9083752358e+00 1.1752199179e+00 2.0754612217e+00)	5
0.160706868059    	k                 	7.3044003647e-04	(4.6289995139e+00 1.2193377143e+00 2.2759107735e+00)	5	9.3445504571e+01	(4.9083752358e+00 1.1752199179e+00 2.0754612217e+00)	5
0.160706868059    	epsilon           	1.0572082496e-03	(5.5710860859e+00 2.2456168363e-01 2.8775991673e+00)	7	7.5539794446e+03	(4.9083752358e+00 1.1752199179e+00 2.0754612217e+00)	5
0.160774498235    	k                 	7.5009711757e-04	(4.6289995139e+00 1.2193377143e+00 2.2759107735e+00)	5	9.3640433385e+01	(4.9083752358e+00 1.1752199179e+00 2.0754612217e+00)	5
0.160774498235    	epsilon           	8.9940390389e-04	(5.5710860859e+00 2.2456168363e-01 2.8775991673e+00)	7	7.5879770230e+03	(4.9083752358e+00 1.1752199179e+00 2.0754612217e+00)	5
0.16084212841     	k                 	8.0013708046e-04	(4.6289995139e+00 1.2193377143e+00 2.2759107735e+00)	5	9.3828906253e+01	(4.9083752358e+00 1.1752199179e+00 2.0754612217e+00)	5
0.16084212841     	epsilon           	7.5354910915e-04	(5.5710860859e+00 2.2456168363e-01 2.8775991673e+00)	7	7.6215422149e+03	(4.9083752358e+00 1.1752199179e+00 2.0754612217e+00)	5
0.160909758586    	k                 	8.7756750429e-04	(4.6289995139e+00 1.2193377143e+00 2.2759107735e+00)	5	9.4010785797e+01	(4.9083752358e+00 1.1752199179e+00 2.0754612217e+00)	5
0.160909758586    	epsilon           	6.1982105389e-04	(5.5710860859e+00 2.2456168363e-01 2.8775991673e+00)	7	7.6546448498e+03	(4.9083752358e+00 1.1752199179e+00 2.0754612217e+00)	5
0.160977388761    	k                 	1.0000000000e-15	(4.7820890418e+00 1.1273205899e+00 3.7012760486e-01)	7	9.4185788704e+01	(4.9083752358e+00 1.1752199179e+00 2.0754612217e+00)	5
0.160977388761    	epsilon           	4.9858818400e-04	(5.5710860859e+00 2.2456168363e-01 2.8775991673e+00)	7	7.6872350492e+03	(4.9083752358e+00 1.1752199179e+00 2.0754612217e+00)	5
0.161045018936    	k                 	8.5560744405e-04	(5.5710860859e+00 2.2456168363e-01 2.8775991673e+00)	7	9.4353615010e+01	(4.9083752358e+00 1.1752199179e+00 2.0754612217e+00)	5
0.161045018936    	epsilon           	3.9034021250e-04	(5.5710860859e+00 2.2456168363e-01 2.8775991673e+00)	7	7.7192563246e+03	(4.9083752358e+00 1.1752199179e+00 2.0754612217e+00)	5
0.161112649112    	k                 	5.7161845386e-04	(4.3468704509e+00 1.2470263855e+00 1.7530581859e+00)	5	9.4514126572e+01	(4.9083752358e+00 1.1752199179e+00 2.0754612217e+00)	5
0.161112649112    	epsilon           	2.9554860421e-04	(5.5710860859e+00 2.2456168363e-01 2.8775991673e+00)	7	7.7506679417e+03	(4.9083752358e+00 1.1752199179e+00 2.0754612217e+00)	5
0.161180279287    	k                 	1.7309523858e-04	(4.3468704509e+00 1.2470263855e+00 1.7530581859e+00)	5	9.4667455096e+01	(4.9083752358e+00 1.1752199179e+00 2.0754612217e+00)	5
0.161180279287    	epsilon           	2.1447205881e-04	(5.5710860859e+00 2.2456168363e-01 2.8775991673e+00)	7	7.7814608271e+03	(4.9083752358e+00 1.1752199179e+00 2.0754612217e+00)	5
0.161247909463    	k                 	3.7290828700e-04	(4.6834030594e+00 1.1743935814e+00 3.7394737606e-01)	5	9.4813972204e+01	(4.9083752358e+00 1.1752199179e+00 2.0754612217e+00)	5
0.161247909463    	epsilon           	1.4698610442e-04	(5.5710860859e+00 2.2456168363e-01 2.8775991673e+00)	7	7.8116566242e+03	(4.9083752358e+00 1.1752199179e+00 2.0754612217e+00)	5
0.161315539638    	k                 	1.0000000000e-15	(4.7094024100e+00 1.1759693695e+00 3.7211074991e-01)	5	9.4954152365e+01	(4.9083752358e+00 1.1752199179e+00 2.0754612217e+00)	5
0.161315539638    	epsilon           	9.2574122244e-05	(5.5710860859e+00 2.2456168363e-01 2.8775991673e+00)	7	7.8412923679e+03	(4.9083752358e+00 1.1752199179e+00 2.0754612217e+00)	5
0.161383169814    	k                 	1.0000000000e-15	(4.7149257363e+00 1.0258747181e+00 2.7319889766e+00)	5	9.5088416534e+01	(4.9083752358e+00 1.1752199179e+00 2.0754612217e+00)	5
0.161383169814    	epsilon           	6.2425354208e-06	(4.6860563030e+00 1.0256420958e+00 2.7260449000e+00)	5	7.8704012189e+03	(4.9083752358e+00 1.1752199179e+00 2.0754612217e+00)	5
0.161450799989    	k                 	8.1302344595e-05	(5.5710860859e+00 2.2456168363e-01 2.8775991673e+00)	7	9.5217016622e+01	(4.9083752358e+00 1.1752199179e+00 2.0754612217e+00)	5
0.161450799989    	epsilon           	2.0197650878e-05	(5.5710860859e+00 2.2456168363e-01 2.8775991673e+00)	7	7.8989973098e+03	(4.9083752358e+00 1.1752199179e+00 2.0754612217e+00)	5
0.161518430165    	k                 	1.0000000000e-15	(5.5999999046e+00 2.2502251893e-01 2.8720341925e+00)	7	9.5340001203e+01	(4.9083752358e+00 1.1752199179e+00 2.0754612217e+00)	5
0.161518430165    	epsilon           	2.1905064780e-06	(5.5710860859e+00 2.2456168363e-01 2.8775991673e+00)	7	7.9270706347e+03	(4.9083752358e+00 1.1752199179e+00 2.0754612217e+00)	5
0.16158606034     	k                 	1.0000000000e-15	(4.8189098894e+00 1.0047480798e+00 2.7204181496e-01)	7	9.5457262074e+01	(4.9083752358e+00 1.1752199179e+00 2.0754612217e+00)	5
0.16158606034     	epsilon           	4.5705988506e-04	(5.5711044973e+00 6.2454476582e-01 2.8775923861e+00)	7	7.9545923637e+03	(4.9083752358e+00 1.1752199179e+00 2.0754612217e+00)	5
0.161653690516    	k                 	8.1919778940e-04	(5.6567456563e+00 6.9921055301e-01 2.3034341487e+00)	7	9.5568558996e+01	(4.9083752358e+00 1.1752199179e+00 2.0754612217e+00)	5
0.161653690516    	epsilon           	4.5761115089e-04	(5.5711044973e+00 6.2454476582e-01 2.8775923861e+00)	7	7.9815192505e+03	(4.9083752358e+00 1.1752199179e+00 2.0754612217e+00)	5
0.161720846924    	k                 	6.1867253001e-04	(5.6567456563e+00 6.9921055301e-01 2.3034341487e+00)	7	9.5673187847e+01	(4.9083752358e+00 1.1752199179e+00 2.0754612217e+00)	5
0.161720846924    	epsilon           	5.0133293372e-04	(5.5711044973e+00 6.2454476582e-01 2.8775923861e+00)	7	8.0076676134e+03	(4.9083752358e+00 1.1752199179e+00 2.0754612217e+00)	5
0.161787885721    	k                 	4.1000879295e-04	(5.6567456563e+00 6.9921055301e-01 2.3034341487e+00)	7	9.5772284107e+01	(4.9083752358e+00 1.1752199179e+00 2.0754612217e+00)	5
0.161787885721    	epsilon           	5.8998840227e-04	(5.5711044973e+00 6.2454476582e-01 2.8775923861e+00)	7	8.0332338648e+03	(4.9083752358e+00 1.1752199179e+00 2.0754612217e+00)	5
0.161855042337    	k                 	2.2954829045e-05	(5.5711027855e+00 5.2454610443e-01 2.8775933941e+00)	7	9.5866246438e+01	(4.9083752358e+00 1.1752199179e+00 2.0754612217e+00)	5
0.161855042337    	epsilon           	2.0898472578e-04	(5.5711027855e+00 5.2454610443e-01 2.8775933941e+00)	7	8.0583015428e+03	(4.9083752358e+00 1.1752199179e+00 2.0754612217e+00)	5
0.161922436255    	k                 	1.0000000000e-15	(5.5999999046e+00 5.2500440756e-01 2.8720363164e+00)	7	9.5955092351e+01	(4.9083752358e+00 1.1752199179e+00 2.0754612217e+00)	5
0.161922436255    	epsilon           	9.8217506874e-04	(5.5710953244e+00 2.7545858011e-01 2.8775991820e+00)	7	8.0828863372e+03	(4.9083752358e+00 1.1752199179e+00 2.0754612217e+00)	5
0.161989830173    	k                 	1.0000000000e-15	(4.7148502465e+00 9.7550066733e-01 2.7320706488e+00)	5	9.6038431972e+01	(4.9083752358e+00 1.1752199179e+00 2.0754612217e+00)	5
0.161989830173    	epsilon           	4.7974897605e-04	(4.6859460062e+00 9.7539747999e-01 2.7259927132e+00)	5	8.1068826591e+03	(4.9083752358e+00 1.1752199179e+00 2.0754612217e+00)	5
0.162057224091    	k                 	7.6834295152e-04	(4.3473324619e+00 4.4719272829e-01 3.5440032444e-01)	5	9.6116290839e+01	(4.9083752358e+00 1.1752199179e+00 2.0754612217e+00)	5
0.162057224091    	epsilon           	1.0089146679e-03	(5.5710953244e+00 2.7545858011e-01 2.8775991820e+00)	7	8.1302840292e+03	(4.9083752358e+00 1.1752199179e+00 2.0754612217e+00)	5
0.16212461801     	k                 	3.3897316244e-05	(4.8016457844e+00 2.3561076348e-02 4.8240988091e-01)	7	9.6188704822e+01	(4.9083752358e+00 1.1752199179e+00 2.0754612217e+00)	5
0.16212461801     	epsilon           	9.8335402420e-04	(5.5710953244e+00 2.7545858011e-01 2.8775991820e+00)	7	8.1530849542e+03	(4.9083752358e+00 1.1752199179e+00 2.0754612217e+00)	5
0.162192132059    	k                 	1.0000000000e-15	(4.7149257363e+00 1.0258747181e+00 2.7319889766e+00)	5	9.6255838122e+01	(4.9083752358e+00 1.1752199179e+00 2.0754612217e+00)	5
0.162192132059    	epsilon           	9.3644485043e-04	(5.5710953244e+00 2.7545858011e-01 2.8775991820e+00)	7	8.1753197329e+03	(4.9083752358e+00 1.1752199179e+00 2.0754612217e+00)	5
0.162259766886    	k                 	7.5121160932e-04	(4.3473324619e+00 4.4719272829e-01 3.5440032444e-01)	5	9.6317762168e+01	(4.9083752358e+00 1.1752199179e+00 2.0754612217e+00)	5
0.162259766886    	epsilon           	8.7230159569e-04	(5.5710953244e+00 2.7545858011e-01 2.8775991820e+00)	7	8.1969860335e+03	(4.9083752358e+00 1.1752199179e+00 2.0754612217e+00)	5
0.162327523139    	k                 	6.8354499605e-04	(5.5711017900e+00 4.2454693400e-01 2.8775949754e+00)	7	9.6374667187e+01	(4.9083752358e+00 1.1752199179e+00 2.0754612217e+00)	5
0.162327523139    	epsilon           	4.1941051774e-04	(5.5711017900e+00 4.2454693400e-01 2.8775949754e+00)	7	8.2180961473e+03	(4.9083752358e+00 1.1752199179e+00 2.0754612217e+00)	5
0.162395401476    	k                 	3.0205873590e-05	(5.5711017900e+00 4.2454693400e-01 2.8775949754e+00)	7	9.6426890065e+01	(4.9083752358e+00 1.1752199179e+00 2.0754612217e+00)	5
0.162395401476    	epsilon           	6.8679620858e-05	(5.5711017900e+00 4.2454693400e-01 2.8775949754e+00)	7	8.2386815362e+03	(4.9083752358e+00 1.1752199179e+00 2.0754612217e+00)	5
0.162463279813    	k                 	1.0000000000e-15	(5.5999999046e+00 4.2500440318e-01 2.8720371382e+00)	7	9.6474753074e+01	(4.9083752358e+00 1.1752199179e+00 2.0754612217e+00)	5
0.162463279813    	epsilon           	6.0650169190e-04	(5.5710953244e+00 2.7545858011e-01 2.8775991820e+00)	7	8.2587479697e+03	(4.9083752358e+00 1.1752199179e+00 2.0754612217e+00)	5
0.162531158149    	k                 	1.0000000000e-15	(4.7135034664e+00 1.1811624568e+00 2.6254856312e+00)	5	9.6518653108e+01	(4.9083752358e+00 1.1752199179e+00 2.0754612217e+00)	5
0.162531158149    	epsilon           	5.0204455257e-04	(5.5710953244e+00 2.7545858011e-01 2.8775991820e+00)	7	8.2783372577e+03	(4.9083752358e+00 1.1752199179e+00 2.0754612217e+00)	5
0.16259891374     	k                 	7.6016869425e-04	(4.3473324619e+00 4.4719272829e-01 3.5440032444e-01)	5	9.6558759949e+01	(4.9083752358e+00 1.1752199179e+00 2.0754612217e+00)	5
0.16259891374     	epsilon           	3.9531275013e-04	(5.5710953244e+00 2.7545858011e-01 2.8775991820e+00)	7	8.2974382726e+03	(4.9083752358e+00 1.1752199179e+00 2.0754612217e+00)	5
0.162666669331    	k                 	6.7604794624e-04	(5.5710953244e+00 2.7545858011e-01 2.8775991820e+00)	7	9.6595220997e+01	(4.9083752358e+00 1.1752199179e+00 2.0754612217e+00)	5
0.162666669331    	epsilon           	2.9053856676e-04	(5.5710953244e+00 2.7545858011e-01 2.8775991820e+00)	7	8.3160883069e+03	(4.9083752358e+00 1.1752199179e+00 2.0754612217e+00)	5
0.162734424922    	k                 	1.0000000000e-15	(4.7148502465e+00 9.7550066733e-01 2.7320706488e+00)	5	9.6627932836e+01	(4.9083752358e+00 1.1752199179e+00 2.0754612217e+00)	5
0.162734424922    	epsilon           	1.9210539222e-04	(5.5710953244e+00 2.7545858011e-01 2.8775991820e+00)	7	8.3342677093e+03	(4.9083752358e+00 1.1752199179e+00 2.0754612217e+00)	5
0.162802180513    	k                 	2.9457740371e-04	(5.5710953244e+00 2.7545858011e-01 2.8775991820e+00)	7	9.6656693491e+01	(4.9083752358e+00 1.1752199179e+00 2.0754612217e+00)	5
0.162802180513    	epsilon           	1.0481207895e-04	(5.5710953244e+00 2.7545858011e-01 2.8775991820e+00)	7	8.3519442355e+03	(4.9083752358e+00 1.1752199179e+00 2.0754612217e+00)	5
0.162870059746    	k                 	1.0000000000e-15	(4.7094024100e+00 1.1759693695e+00 3.7211074991e-01)	5	9.6681366639e+01	(4.9083752358e+00 1.1752199179e+00 2.0754612217e+00)	5
0.162870059746    	epsilon           	3.5028079346e-05	(5.5710953244e+00 2.7545858011e-01 2.8775991820e+00)	7	8.3691194653e+03	(4.9083752358e+00 1.1752199179e+00 2.0754612217e+00)	5
0.162937938979    	k                 	8.1353561987e-04	(4.3473324619e+00 4.4719272829e-01 3.5440032444e-01)	5	9.6701794581e+01	(4.9083752358e+00 1.1752199179e+00 2.0754612217e+00)	5
0.162937938979    	epsilon           	1.1182518606e-03	(4.6127562176e+00 6.9684866228e-01 1.1006276148e+00)	5	8.3857405190e+03	(4.9083752358e+00 1.1752199179e+00 2.0754612217e+00)	5
0.163005818211    	k                 	8.2933620186e-04	(4.3473324619e+00 4.4719272829e-01 3.5440032444e-01)	5	9.6717984872e+01	(4.9083752358e+00 1.1752199179e+00 2.0754612217e+00)	5
0.163005818211    	epsilon           	1.6076868601e-03	(4.6127562176e+00 6.9684866228e-01 1.1006276148e+00)	5	8.4018039588e+03	(4.9083752358e+00 1.1752199179e+00 2.0754612217e+00)	5
0.163073697444    	k                 	1.0000000000e-15	(4.7149257363e+00 1.0258747181e+00 2.7319889766e+00)	5	9.6730088535e+01	(4.9083752358e+00 1.1752199179e+00 2.0754612217e+00)	5
0.163073697444    	epsilon           	2.1766860667e-03	(4.6127562176e+00 6.9684866228e-01 1.1006276148e+00)	5	8.4173233623e+03	(4.9083752358e+00 1.1752199179e+00 2.0754612217e+00)	5
0.163141576677    	k                 	8.6573883350e-04	(4.3473324619e+00 4.4719272829e-01 3.5440032444e-01)	5	9.6738360483e+01	(4.9083752358e+00 1.1752199179e+00 2.0754612217e+00)	5
0.163141576677    	epsilon           	2.8201218829e-03	(4.6127562176e+00 6.9684866228e-01 1.1006276148e+00)	5	8.4323250937e+03	(4.9083752358e+00 1.1752199179e+00 2.0754612217e+00)	5
0.163209455909    	k                 	8.8625530776e-04	(4.3473324619e+00 4.4719272829e-01 3.5440032444e-01)	5	9.6743125913e+01	(4.9083752358e+00 1.1752199179e+00 2.0754612217e+00)	5
0.163209455909    	epsilon           	3.4583799527e-03	(6.9750000000e+00 1.2937141941e+01 2.0000000000e-01)	12	8.4468443367e+03	(4.9083752358e+00 1.1752199179e+00 2.0754612217e+00)	5
0.163277335142    	k                 	9.0826556925e-04	(4.3473324619e+00 4.4719272829e-01 3.5440032444e-01)	5	9.6744724020e+01	(4.9083752358e+00 1.1752199179e+00 2.0754612217e+00)	5
0.163277335142    	epsilon           	3.4582799107e-03	(6.9750000000e+00 1.2937141941e+01 2.0000000000e-01)	12	8.4609190657e+03	(4.9083752358e+00 1.1752199179e+00 2.0754612217e+00)	5
0.163345214375    	k                 	7.6557208168e-04	(4.4070659447e+00 8.9262891409e-01 2.1015723698e+00)	5	9.6743438830e+01	(4.9083752358e+00 1.1752199179e+00 2.0754612217e+00)	5
0.163345214375    	epsilon           	3.4581798693e-03	(6.9750000000e+00 1.2937141941e+01 2.0000000000e-01)	12	8.4745818226e+03	(4.9083752358e+00 1.1752199179e+00 2.0754612217e+00)	5
0.163413093607    	k                 	1.0000000000e-15	(4.7135034664e+00 1.1811624568e+00 2.6254856312e+00)	5	9.6739418770e+01	(4.9083752358e+00 1.1752199179e+00 2.0754612217e+00)	5
0.163413093607    	epsilon           	7.7894350096e-04	(4.6859404713e+00 9.2520292621e-01 2.7259521393e+00)	5	8.4878487462e+03	(4.9083752358e+00 1.1752199179e+00 2.0754612217e+00)	5
0.16348097284     	k                 	1.3291387473e-04	(4.4070659447e+00 8.9262891409e-01 2.1015723698e+00)	5	9.6732609843e+01	(4.9083752358e+00 1.1752199179e+00 2.0754612217e+00)	5
0.16348097284     	epsilon           	3.4579797861e-03	(6.9750000000e+00 1.2937141941e+01 2.0000000000e-01)	12	8.5007095963e+03	(4.9083752358e+00 1.1752199179e+00 2.0754612217e+00)	5
0.163548978477    	k                 	1.0107382199e-03	(4.3473324619e+00 4.4719272829e-01 3.5440032444e-01)	5	9.6722761901e+01	(4.9083752358e+00 1.1752199179e+00 2.0754612217e+00)	5
0.163548978477    	epsilon           	3.4578796289e-03	(6.9750000000e+00 1.2937141941e+01 2.0000000000e-01)	12	8.5131529791e+03	(4.9083752358e+00 1.1752199179e+00 2.0754612217e+00)	5
0.163616984114    	k                 	1.0398690823e-03	(4.3473324619e+00 4.4719272829e-01 3.5440032444e-01)	5	9.6709536081e+01	(4.9083752358e+00 1.1752199179e+00 2.0754612217e+00)	5
0.163616984114    	epsilon           	2.4677302564e-03	(4.6887644282e+00 1.1278037276e+00 2.7254584700e+00)	5	8.5251034963e+03	(4.9083752358e+00 1.1752199179e+00 2.0754612217e+00)	5
0.163684989751    	k                 	1.0000000000e-15	(4.7148502465e+00 9.7550066733e-01 2.7320706488e+00)	5	9.6692613574e+01	(4.9083752358e+00 1.1752199179e+00 2.0754612217e+00)	5
0.163684989751    	epsilon           	1.2592347044e-03	(4.6865266747e+00 1.0758692527e+00 2.7261166982e+00)	5	8.5365128439e+03	(4.9083752358e+00 1.1752199179e+00 2.0754612217e+00)	5
0.163752995389    	k                 	7.4771851401e-04	(4.4070659447e+00 8.9262891409e-01 2.1015723698e+00)	5	9.6671821939e+01	(4.9083752358e+00 1.1752199179e+00 2.0754612217e+00)	5
0.163752995389    	epsilon           	1.8429220287e-03	(5.5711027855e+00 5.2454610443e-01 2.8775933941e+00)	7	8.5473515071e+03	(4.9083752358e+00 1.1752199179e+00 2.0754612217e+00)	5
0.163821128856    	k                 	3.1898221001e-04	(4.4070659447e+00 8.9262891409e-01 2.1015723698e+00)	5	9.6647150332e+01	(4.9083752358e+00 1.1752199179e+00 2.0754612217e+00)	5
0.163821128856    	epsilon           	3.1006389127e-04	(4.6887644282e+00 1.1278037276e+00 2.7254584700e+00)	5	8.5576368737e+03	(4.9083752358e+00 1.1752199179e+00 2.0754612217e+00)	5
0.163889262323    	k                 	1.0000000000e-15	(4.7177379916e+00 1.1295165973e+00 2.7292813108e+00)	5	9.6618843612e+01	(4.9083752358e+00 1.1752199179e+00 2.0754612217e+00)	5
0.163889262323    	epsilon           	9.9053102752e-06	(4.6887644282e+00 1.1278037276e+00 2.7254584700e+00)	5	8.5673699839e+03	(4.9083752358e+00 1.1752199179e+00 2.0754612217e+00)	5
0.16395739579     	k                 	9.0223618181e-04	(4.3468173720e+00 1.2470317498e+00 1.6476013752e+00)	5	9.6587275681e+01	(4.9083752358e+00 1.1752199179e+00 2.0754612217e+00)	5
0.16395739579     	epsilon           	3.4572776980e-03	(6.9750000000e+00 1.2937141941e+01 2.0000000000e-01)	12	8.5765954388e+03	(4.9083752358e+00 1.1752199179e+00 2.0754612217e+00)	5
0.164025529258    	k                 	8.3803470685e-04	(4.3468173720e+00 1.2470317498e+00 1.6476013752e+00)	5	9.6552951330e+01	(4.9083752358e+00 1.1752199179e+00 2.0754612217e+00)	5
0.164025529258    	epsilon           	1.0267068225e-03	(4.5574723126e+00 1.1415581290e+00 2.2493986603e+00)	5	8.5853761427e+03	(4.9083752358e+00 1.1752199179e+00 2.0754612217e+00)	5
0.164093662725    	k                 	7.7713097573e-04	(4.3468173720e+00 1.2470317498e+00 1.6476013752e+00)	5	9.6516433102e+01	(4.9083752358e+00 1.1752199179e+00 2.0754612217e+00)	5
0.164093662725    	epsilon           	3.4570767966e-03	(6.9750000000e+00 1.2937141941e+01 2.0000000000e-01)	12	8.5937836677e+03	(4.9083752358e+00 1.1752199179e+00 2.0754612217e+00)	5
0.164161796192    	k                 	7.1949131503e-04	(4.3468173720e+00 1.2470317498e+00 1.6476013752e+00)	5	9.6478251701e+01	(4.9083752358e+00 1.1752199179e+00 2.0754612217e+00)	5
0.164161796192    	epsilon           	3.4569763329e-03	(6.9750000000e+00 1.2937141941e+01 2.0000000000e-01)	12	8.6018860570e+03	(4.9083752358e+00 1.1752199179e+00 2.0754612217e+00)	5
0.164230059438    	k                 	1.0000000000e-15	(4.7094024100e+00 1.1759693695e+00 3.7211074991e-01)	5	9.6438764616e+01	(4.9083752358e+00 1.1752199179e+00 2.0754612217e+00)	5
0.164230059438    	epsilon           	3.4568757418e-03	(6.9750000000e+00 1.2937141941e+01 2.0000000000e-01)	12	8.6097536767e+03	(4.9083752358e+00 1.1752199179e+00 2.0754612217e+00)	5
0.164298322683    	k                 	6.1361038273e-04	(4.3468173720e+00 1.2470317498e+00 1.6476013752e+00)	5	9.6398298773e+01	(4.9083752358e+00 1.1752199179e+00 2.0754612217e+00)	5
0.164298322683    	epsilon           	3.4567750654e-03	(6.9750000000e+00 1.2937141941e+01 2.0000000000e-01)	12	8.6174031014e+03	(4.9083752358e+00 1.1752199179e+00 2.0754612217e+00)	5
0.164366585928    	k                 	1.0000000000e-15	(4.7148694303e+00 9.2524204686e-01 2.7320547000e+00)	5	9.6356970805e+01	(4.9083752358e+00 1.1752199179e+00 2.0754612217e+00)	5
0.164366585928    	epsilon           	1.6549093734e-03	(4.6878152361e+00 1.1753249448e+00 2.6768790430e+00)	5	8.6248478503e+03	(4.9083752358e+00 1.1752199179e+00 2.0754612217e+00)	5
0.164434718651    	k                 	5.2014745949e-04	(4.3468173720e+00 1.2470317498e+00 1.6476013752e+00)	5	9.6314891383e+01	(4.9083752358e+00 1.1752199179e+00 2.0754612217e+00)	5
0.164434718651    	epsilon           	3.2887999588e-03	(4.4061558040e+00 8.9237801428e-01 1.1006620160e+00)	5	8.6320752989e+03	(4.9083752358e+00 1.1752199179e+00 2.0754612217e+00)	5
0.164502851374    	k                 	2.5417761220e-04	(4.6296416319e+00 1.3227267077e+00 1.2240607620e+00)	5	9.6272004543e+01	(4.9083752358e+00 1.1752199179e+00 2.0754612217e+00)	5
0.164502851374    	epsilon           	2.3510272660e-03	(4.4061558040e+00 8.9237801428e-01 1.1006620160e+00)	5	8.6390995313e+03	(4.9083752358e+00 1.1752199179e+00 2.0754612217e+00)	5
0.164571115122    	k                 	4.3827299551e-04	(4.3468173720e+00 1.2470317498e+00 1.6476013752e+00)	5	9.6228252867e+01	(4.9083752358e+00 1.1752199179e+00 2.0754612217e+00)	5
0.164571115122    	epsilon           	1.5676344583e-03	(4.4061558040e+00 8.9237801428e-01 1.1006620160e+00)	5	8.6459335419e+03	(4.9083752358e+00 1.1752199179e+00 2.0754612217e+00)	5
0.164639510652    	k                 	4.0138883400e-04	(4.3468173720e+00 1.2470317498e+00 1.6476013752e+00)	5	9.6183613643e+01	(4.9083752358e+00 1.1752199179e+00 2.0754612217e+00)	5
0.164639510652    	epsilon           	1.0793065522e-03	(4.4061558040e+00 8.9237801428e-01 1.1006620160e+00)	5	8.6525704373e+03	(4.9083752358e+00 1.1752199179e+00 2.0754612217e+00)	5
0.164707906183    	k                 	4.6016117553e-06	(4.3963558087e+00 1.1009688080e+00 4.9863904362e-01)	5	9.6138062903e+01	(4.9083752358e+00 1.1752199179e+00 2.0754612217e+00)	5
0.164707906183    	epsilon           	9.7015673283e-04	(4.4061558040e+00 8.9237801428e-01 1.1006620160e+00)	5	8.6589795329e+03	(4.9083752358e+00 1.1752199179e+00 2.0754612217e+00)	5
0.16477643452     	k                 	3.3570880309e-04	(4.3468173720e+00 1.2470317498e+00 1.6476013752e+00)	5	9.6091343098e+01	(4.9083752358e+00 1.1752199179e+00 2.0754612217e+00)	5
0.16477643452     	epsilon           	1.0840616312e-03	(4.4061558040e+00 8.9237801428e-01 1.1006620160e+00)	5	8.6651484193e+03	(4.9083752358e+00 1.1752199179e+00 2.0754612217e+00)	5
0.164844962858    	k                 	3.0689741034e-04	(4.3468173720e+00 1.2470317498e+00 1.6476013752e+00)	5	9.6043273981e+01	(4.9083752358e+00 1.1752199179e+00 2.0754612217e+00)	5
0.164844962858    	epsilon           	1.2808779294e-03	(4.4061558040e+00 8.9237801428e-01 1.1006620160e+00)	5	8.6710279278e+03	(4.9083752358e+00 1.1752199179e+00 2.0754612217e+00)	5
0.16491362504     	k                 	2.8075571720e-04	(4.3468173720e+00 1.2470317498e+00 1.6476013752e+00)	5	9.5993422225e+01	(4.9083752358e+00 1.1752199179e+00 2.0754612217e+00)	5
0.16491362504     	epsilon           	1.5031464914e-03	(4.4061558040e+00 8.9237801428e-01 1.1006620160e+00)	5	8.6765839763e+03	(4.9083752358e+00 1.1752199179e+00 2.0754612217e+00)	5
0.164982421853    	k                 	1.0000000000e-15	(4.7177379916e+00 1.1295165973e+00 2.7292813108e+00)	5	9.5941380010e+01	(4.9083752358e+00 1.1752199179e+00 2.0754612217e+00)	5
0.164982421853    	epsilon           	2.6556388047e-05	(4.6887644282e+00 1.1278037276e+00 2.7254584700e+00)	5	8.6817621878e+03	(4.9083752358e+00 1.1752199179e+00 2.0754612217e+00)	5
0.165051354094    	k                 	2.3661996447e-04	(4.3468173720e+00 1.2470317498e+00 1.6476013752e+00)	5	9.5886711159e+01	(4.9083752358e+00 1.1752199179e+00 2.0754612217e+00)	5
0.165051354094    	epsilon           	1.9790831603e-03	(4.4061558040e+00 8.9237801428e-01 1.1006620160e+00)	5	8.6865042177e+03	(4.9083752358e+00 1.1752199179e+00 2.0754612217e+00)	5
0.165120150641    	k                 	2.1874934557e-04	(4.3468173720e+00 1.2470317498e+00 1.6476013752e+00)	5	9.5829220971e+01	(4.9083752358e+00 1.1752199179e+00 2.0754612217e+00)	5
0.165120150641    	epsilon           	2.2345780646e-03	(4.4061558040e+00 8.9237801428e-01 1.1006620160e+00)	5	8.6907364141e+03	(4.9083752358e+00 1.1752199179e+00 2.0754612217e+00)	5
0.165188947188    	k                 	1.0000000000e-15	(4.7148929313e+00 8.7509821737e-01 2.7320311447e+00)	5	9.5768559639e+01	(4.9083752358e+00 1.1752199179e+00 2.0754612217e+00)	5
0.165188947188    	epsilon           	1.7522236827e-03	(4.6834737818e+00 1.1760477835e+00 2.7256205342e+00)	5	8.6944348160e+03	(4.9083752358e+00 1.1752199179e+00 2.0754612217e+00)	5
0.165257743735    	k                 	1.0000000000e-15	(4.7148694303e+00 9.2524204686e-01 2.7320547000e+00)	5	9.5704707447e+01	(4.9083752358e+00 1.1752199179e+00 2.0754612217e+00)	5
